edital_processo,nome_ug,objeto,status,id,produto,unidade,preco_maximo,vl_unit,qtd,vl_total,status,empresa,Valor_Unitario,Valor_Total_Item,Qtd,CNPJ_Vencedor,Nome_da_Empresa
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153899,"PAINEL BACKDROP, Material: estrutura em alumínio, acabamento fosco; 2 módulos (2,75x2,30)",unidade,5950,5950,10,59500,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),5950.0,59500.0,10.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153900,"PAINEL BACKDROP, Material: estrutura em alumínio, acabamento fosco; 2 módulos (3,45x2,30)",unidade,6150,6150,10,61500,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),6150.0,61500.0,10.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153892,"VENTAROLA, Material: papel triplex; Gramatura: 280g/m²; Impressão: 4/4; Acabamento com corte vinco.",unidade,1.3,"1,3",12500,16250,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.3,16250.0,12500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153898,"APOSTILA, Material Capa: papel offset; Gramatura: 90g/m²; Capa Plástica; Encadernação em espiral; Quantidade de Folhas: 100.  ",unidade,19.8,"19,8",10000,198000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),19.8,198000.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153879,"GARRAFA, Tipo: SQUEEZE; Material: polipropileno; Capacidade: 330 ml; Personalização a critério do órgão solicitante.",unidade,9.75,"9,75",2500,24375,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),9.75,24375.0,2500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153883,"FICHA, Tipo: Relatório; Material Capa: papel couché; Gramatura: 115g/m²; Formato: 19x22; Miolo: 115g/m²; Quantidade de Páginas: 20; Impressão: 4/4.",unidade,1.85,"1,85",5000,9250,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.85,9250.0,5000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153875,"PAPEL COUCHÊ, Gramatura: 150g/m² a 180g/m²; Formato: A3; Impressão: 4/4 1 dobra; Demais especificações a serem definidas pelo órgão solicitante.  ",unidade,.9,"0,9",10000,9000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),0.9,9000.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153877,"FOLDER, Tipo: flyer; Material: papel couchê; Gramatura: 180g/m²; Formato: 21x15; Impressão: 4/4.",unidade,.49,"0,49",7500,3675,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),0.49,3675.0,7500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153873,"FICHA, Tipo: de apresentação; Gramatura: 120g/m², papel offset; Formato: A3; Impressão: 4/0; Personalização a ser definida pelo órgão solicitante.",unidade,1,1,5000,5000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.0,5000.0,5000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153869,"PAPEL COUCHÊ, Gramatura: 230g/m²; Dimensões (AxL): 305x325mm; Impressão: 4/4 1 dobra; Demais especificações a serem definidas pelo órgão solicitante.  ",unidade,1.1,"1,1",10000,11000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.1,11000.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153881,"CERTIFICADO, Gramatura: 220g/m² a 280g/m²; Dimensões: 320x220mm; Impressão: 4/0; Demais especificações a serem definidas pelo órgão solicitante. ",unidade,1.8,"1,8",7500,13500,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.8,13500.0,7500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,IMPRENSA OFICIAL DO ESTADO DO AMAZONAS,SERVIÇO DE IMPRESSÃO - IOA,Homologado Total,114678,"SERVIÇO DE IMPRESSÃO, Descrição: serviço de impressão de folha de papel nos formatos A4/ofício, em impressoras multifuncionais monocromáticas laser ou led, com o fornecimento dos suprimentos necessários, como toner e papel, e operacionalização da solução, conforme discriminação em Projeto Básico",Milheiro,70,70,"222,36","15565,2",Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),70.0,15565.2,0.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 002/26,IMPRENSA OFICIAL DO ESTADO DO AMAZONAS,SERVIÇO DE IMPRESSÃO - IOA,Homologado Total,102176,"SERVIÇO DE IMPRESSÃODescrição: serviço de impressão de folha de papel formato A4 em impressora colorida laser, led ou cera, com o fornecimento dos suprimentos necessários, como toner e papel, e operacionalização da solução, conforme discriminação em Projeto Básico",Milheiro,350,350,"56,4",19740,Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),350.0,19740.0,0.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 002/26,DEPARTAMENTO ESTADUAL DE TRANSITO,SERV. DE LOC. DE MÓDULOS HABITACIONAIS,Homologado Total,115454,"LOCAÇÃO DE MÓDULO HABITÁVEL, Tipo: Copa/Banheiros; Dimensões externas: 2440 x 3000 x 6000 mm (L x A x C); Altura útil interna: 2800mm; Chassis: Monobloco rígido confeccionado por estruturas de alumínio naval 5052 com 4,00mm; Painel de Fechamento: Estrutura em chapa de alumínio e ACM (Painel de Alumínio Composto) com espessura de 50mm, formada por alma de espuma de poliuretano; Divisórias interna: Estrutura em chapa de alumínio e ACM (Painel de Alumínio Composto) com espessura de 35mm, formada por alma de espuma de poliuretano; Piso: Chapa de alumínio naval 5052 com 4mm e recobrimento em manta vinílica homogênea de 2mm; Teto: Painel pré-fabricado 70mm com núcleo isolante em espuma de poliuretano; Esquadrias: Portas em alumínio com alma em espuma de poliuretano e acabamento branco e Janelas e Basculantes em alumínio com acabamento eletrostático branco; Com luminárias para lâmpadas led tubular (2x13watts); Com Ligação de água fria Ø 25mm, instalações hidro-sanitárias e esgotamento sanitário; Isolamento acústico: (45db);  Permeabilidade do Ar: Classe 4;  Estanqueidade à água: E750; Resistência ao vento: Classe C5; Com beliche e roupeiro em estrutura metálica.",mês,15800,15800,1500,23700000,Homologado,GUIMARAES FERNANDES LTDA (24.093.654/0001-75),15800.0,23700000.0,1500.0,24.093.654/0001-75,GUIMARAES FERNANDES LTDA
CAE 002/26,DEPARTAMENTO ESTADUAL DE TRANSITO,SERV. DE LOC. DE MÓDULOS HABITACIONAIS,Homologado Total,148988,"SERVIÇOS DE TRANSPORTE, Contratação de empresa especializada na prestação de serviço de transporte fluvial de materiais diversos com PONTAO FLUTUANTE, com sua capacidade de 500T, conforme Termo de Referência.",km,243.86,"243,86",2615,"637693,9",Homologado,GUIMARAES FERNANDES LTDA (24.093.654/0001-75),243.86,637693.9,2615.0,24.093.654/0001-75,GUIMARAES FERNANDES LTDA
CAE 002/26,DEPARTAMENTO ESTADUAL DE TRANSITO,SERV. DE LOC. DE MÓDULOS HABITACIONAIS,Homologado Total,138361,"SERVIÇO DE REMANEJAMENTO DE MÓDULOS, Contratação de empresa especializada para prestação de serviço de remoção, transporte e posicionamento dos módulos habitacionais conforme Projeto Básico.",serviço,15575,15575,25,389375,Homologado,GUIMARAES FERNANDES LTDA (24.093.654/0001-75),15575.0,389375.0,25.0,24.093.654/0001-75,GUIMARAES FERNANDES LTDA
CAE 003/26,DEPARTAMENTO ESTADUAL DE TRANSITO,CONTRAT. SERV. AG. DE HOSPEDAGEM.,Homologado Total,153866,"SERVIÇOS DE HOSPEDAGEM, Contratação de empresa especializada em serviço de AGENCIAMENTO DE HOSPEDAGENS, características especializadas em cotação, emissão, reserva, cancelamento, marcação, remarcação de hospedagens, em território nacional para quarto duplo, categoria econômica, incluindo frigobar, telefone, internet, café da manhã, almoço e jantar, em conformidade com a ABIH (Associação Brasileira da Indústria e Hotéis), conforme Termo de Referência.",diária,490,490,750,367500,Homologado,TREVO TURISMO LTDA (03.176.083/0001-62),490.0,367500.0,750.0,03.176.083/0001-62,TREVO TURISMO LTDA
CAE 003/26,FUNDO ESTADUAL DE PROTEÇAO E DEFESA CIVIL,AQ. DE MATERIAIS DE FERRAGENS/FEPDEC,Homologado Total,148171,"MATERIAIS DE FERRAGENS, ABRANGENDO:  dobradiças, fechaduras, trancas, pregos, parafusos, suportes, ganchos e demais acessórios, complementos e afins (baseados na Tabela SINAPI-AM).",unidade,1,1,"1042618,91","1042618,91",Homologado,TAG COMERCIO DE TINTAS LTDA (10.296.571/0001-79),1.0,1042618.91,0.0,10.296.571/0001-79,TAG COMERCIO DE TINTAS LTDA
CAE 003/26,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,SERVIÇO DE AGENTE DE PORTARIA-HEMOAM,Homologado Total,112542,"SERVIÇO DE PORTARIA, Descrição: contratação de empresa especializada na prestação de serviço de AGENTE DE PORTARIA/PORTEIRO NOTURNO - Área Hospitalar, com jornada de trabalho de 12hX36h.",posto,11981.54,"11981,54",60,"718892,4",Homologado,DINAMICA SERVICOS EMPRESARIAIS LTDA (29.033.962/0001-29),11981.54,718892.4,60.0,29.033.962/0001-29,DINAMICA SERVICOS EMPRESARIAIS LTDA
CAE 003/26,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,SERVIÇO DE AGENTE DE PORTARIA-HEMOAM,Homologado Total,112541,"SERVIÇO DE PORTARIA, Descrição: contratação de empresa especializada na prestação de serviço de AGENTE DE PORTARIA/PORTEIRO DIURNO - Área Hospitalar, com jornada de trabalho de 12hX36h.",posto,10065.9,"10065,9",132,"1328698,8",Homologado,DINAMICA SERVICOS EMPRESARIAIS LTDA (29.033.962/0001-29),10065.9,1328698.8,132.0,29.033.962/0001-29,DINAMICA SERVICOS EMPRESARIAIS LTDA
CAE 003/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serviço de clipping eletrônico/ADAF,Homologado Total,152836,"SERVIÇOS DE CLIPPING ELETRÔNICO, Contratação de empresa especializada em serviço de realização de pesquisa de opinião pública e análise de resultados quanto à avaliação de imagem e impacto de programas e ações deste ÓRGÃO com base em clipping eletrônico, conforme Termo de Referência.",mês,1048,1048,72,75456,Homologado,L L CONSULTORIA EM PUBLICIDADE LTDA (49.572.657/0001-12),1048.0,75456.0,72.0,49.572.657/0001-12,L L CONSULTORIA EM PUBLICIDADE LTDA
CAE 003/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serviço de clipping eletrônico/ADAF,Homologado Total,152834,"SERVIÇOS DE CLIPPING ELETRÔNICO, Contratação de empresa especializada em serviço de acompanhamento e mensuração da produção de conteúdo de comunicação das ações do ÓRGÃO, conforme Termo de Referência.",unidade,267,267,600,160200,Homologado,L L CONSULTORIA EM PUBLICIDADE LTDA (49.572.657/0001-12),267.0,160200.0,600.0,49.572.657/0001-12,L L CONSULTORIA EM PUBLICIDADE LTDA
CAE 003/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serviço de clipping eletrônico/ADAF,Homologado Total,152835,"SERVIÇOS DE CLIPPING ELETRÔNICO, Contratação de empresa especializada em serviço de envio e monitoramento via aplicativo de mensagens e/ou e-mail para divulgação interna e externa das atividades do ÓRGÃO referente ao clipping, conforme Termo de referência.",gigabytes ,10152,10152,6,60912,Homologado,L L CONSULTORIA EM PUBLICIDADE LTDA (49.572.657/0001-12),10152.0,60912.0,6.0,49.572.657/0001-12,L L CONSULTORIA EM PUBLICIDADE LTDA
CAE 003/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serviço de clipping eletrônico/ADAF,Homologado Total,152833,"SERVIÇOS DE CLIPPING ELETRÔNICO, Contratação de empresa especializada em serviço de monitoramento e gestão das notícias relacionadas ou de interesse do ÓRGÃO, conforme Termo de Referência.",serviço,31825,31825,6,190950,Homologado,L L CONSULTORIA EM PUBLICIDADE LTDA (49.572.657/0001-12),31825.0,190950.0,6.0,49.572.657/0001-12,L L CONSULTORIA EM PUBLICIDADE LTDA
CAE 003/26,DEPARTAMENTO ESTADUAL DE TRANSITO,CONTRAT. SERV. AG. DE HOSPEDAGEM.,Homologado Total,153886,"SERVIÇOS DE HOSPEDAGEM, Contratação de empresa especializada em serviço de AGENCIAMENTO DE HOSPEDAGENS, características especializadas em cotação, emissão, reserva, cancelamento, marcação, remarcação de hospedagens, em território nacional para QUARTO SINGLE, categoria econômica, incluindo frigobar, telefone, internet, café da manhã, almoço e jantar, em conformidade com a ABIH (Associação Brasileira da Indústria e Hotéis), conforme Termo de Referência.",diária,360,360,1200,432000,Homologado,TREVO TURISMO LTDA (03.176.083/0001-62),360.0,432000.0,1200.0,03.176.083/0001-62,TREVO TURISMO LTDA
CAE 004/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,AQUIS. DISP. ELETR. PORTATEIS/ADAF,Homologado Total,150906,"TABLET, Tela/Display: 10,9`` Touch Screen TFT; Processador: Octa-Core, de 2,4GHz; Memória RAM de no mínimo 6GB; Armazenamento; interno de 128GB, memória expansível via cartão MicroSD de até 1TB; Câmeras de no mínimo 8MP; Conectividade: Wi-Fi 6 (802.11 a/b/g/n/ac/ax), Bluetooth 5.3, USB Tipo-C 2.0; Sistema Operacional: Android 14 ou superior.",unidade,2900,2900,20,58000,Homologado, NEON TECH COMERCIO VAREJISTA DE PRODUTOS DE INFORMATICA LTDA (51.979.324/0001-54),2900.0,58000.0,20.0,51.979.324/0001-54,NEON TECH COMERCIO VAREJISTA DE PRODUTOS DE INFORMATICA LTDA
CAE 004/26,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,AQUISIÇÃO DE TRANSPALETE - HEMOAM,Homologado Total,107714,"TRANSPALETE, Tipo: manual / hidráulico, Capacidade de carga: 3000 kg; Largura útil do garfo: 680 mm; Comprimento útil do garfo: 1150 mm; Rodas duplas (tandem) em poliuretano. Nomes correlatos: paleteira, transpaleteira.",unidade,4172,4172,4,16688,Homologado,AMAZON COMERCIO DE PRODUTOS HOSPITALARES LTDA (34.562.495/0001-64),4172.0,16688.0,4.0,34.562.495/0001-64,AMAZON COMERCIO DE PRODUTOS HOSPITALARES LTDA
CAE 011/25,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,AQ. DE LUVA CIRÚRGICA ESTÉRIL - FCECON,Homologado Total,116975,"LUVA CIRÚRGICA ESTÉRIL, Tamanho/Capacidade: n. 7,5; Material: látex natural; Lubrificada com pó bioabsorvível; Anatômica, punho longo; Unidade de Fornecimento: 1 par embalado em papel grau cirúrgico.",unidade,1.36,"1,36",18000,24480,Homologado,CIENTIFICA MEDICA HOSPITAL LTDA EM RECUPERACAO JUDICIAL (07.847.837/0001-10),1.36,24480.0,18000.0,07.847.837/0001-10,CIENTIFICA MEDICA HOSPITAL LTDA EM RECUPERACAO JUDICIAL
CAE001/26,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO AMAZONAS - FUNDPGE,AQ. POLTRONAS MODELO PRESIDENTE - PGE/AM,Homologado Total,120656,"POLTRONA GIRATÓRIA, Modelo: presidente; Com apoio de cabeça; Com apoia-braços; Com altura regulável e encosto reclinável; Material: ENCOSTO em resina termoplástica injetada de alta resistência, revestida em tela maleável, sem espuma; ASSENTO anatômico em compensado multilaminado, com estofamento em espuma de poliuretano injetada com densidade mínima de 40kg/m³, revestido em couro, poliéster, courvin ou equivalente; Estrutura composta por 05 hastes de aço, com rodízios duplos em nylon, base giratória à gás; Todas as peças metálicas do conjunto devem ter acabamento em pintura anticorrosiva em resina epóxi ou similar; Capacidade Mínima: 110kg; Dimensões (±10%): (LxPxA) 680x540x1070mm.",unidade,1242,1242,10,12420,Homologado,BEIRA ALTA INDUSTRIAL LTDA (01.481.603/0001-15),1242.0,12420.0,10.0,01.481.603/0001-15,BEIRA ALTA INDUSTRIAL LTDA
CBB 006/24,UNIDADE  GESTORA DE PROJETOS ESPECIAIS,TTS PROSAI PARINTINS/UGPE,Homologado Total,147328,"CONSULTORIA EM PROJETOS SOCIAIS, Contratação de empresa especializada em serviço de CONSULTORIA E EXECUÇÃO DO TRABALHO TÉCNICO SOCIAL - TTS DO PROGRAMA DE SANEAMENTO INTEGRADO DE PARINTINS, PROSAI PARINTINS, conforme Projeto Básico.",serviço,22216033.51,"21916772,68",1,"21916772,68",Homologado,CONSORCIO PIN SOCIAL (63.245.045/0001-46),21916772.68,21916772.68,1.0,63.245.045/0001-46,CONSORCIO PIN SOCIAL
CRED 001/26,FUNDO ESTADUAL DE PROTEÇAO E DEFESA CIVIL,AQ. DE PLÁSTICO PÓS CONSUMO - FEPDEC,Aguardando Homologação,153861,"PLÁSTICO, Fornecimento de plásticos pós consumo RECICLADOS CLASSIFICADOS, triturados e disponibilizados para o Centro de Reciclagem, conforme Termo de Referência.",kg,6.2,"6,2",240000,1488000,Encerrado com Vencedor,"INSTITUTO DO CLIMA E MEIO AMBIENTE, INOVACAO PROFISSIONAL E BIOTECNOLOGICA - ICMA CORP (32.913.007/0001-90)",6.2,1488000.0,240000.0,32.913.007/0001-90,INSTITUTO DO CLIMA E MEIO AMBIENTE INOVACAO PROFISSIONAL E BIOTECNOLOGICA  ICMA CORP
CRED 001/26,FUNDO ESTADUAL DE PROTEÇAO E DEFESA CIVIL,AQ. DE PLÁSTICO PÓS CONSUMO - FEPDEC,Aguardando Homologação,152361,"PLÁSTICO, Fornecimento de plásticos pós consumo RECICLADOS CLASSIFICADOS, prensados e disponibilizados para coleta pela Central de Reciclagem, conforme Termo de Referência.",kg,6.35,"6,35",240000,1524000,Encerrado com Vencedor,"INSTITUTO DO CLIMA E MEIO AMBIENTE, INOVACAO PROFISSIONAL E BIOTECNOLOGICA - ICMA CORP (32.913.007/0001-90)",6.35,1524000.0,240000.0,32.913.007/0001-90,INSTITUTO DO CLIMA E MEIO AMBIENTE INOVACAO PROFISSIONAL E BIOTECNOLOGICA  ICMA CORP
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,120253,"VEDOLIZUMABE, Forma Farmacêutica: pó liofilizado para solução injetável; Concentração: 300mg; Forma De Apresentação: frasco ampola.",unidade,-,"15736,37",750,"11802277,5",Encerrado com Vencedor,CM HOSPITALAR S.A. FILIAL DF (12.420.164/0036-87),15736.37,11802277.5,750.0,12.420.164/0036-87,CM HOSPITALAR SA FILIAL DF
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,114776,"ESPIRONOLACTONA, Forma Farmacêutica: comprimido; Concentração: 25mg. ",unidade,-,"0,19",604400,114836,Encerrado com Vencedor,M BRAZAO DA SILVA (04.378.537/0001-40),0.19,114836.0,604400.0,04.378.537/0001-40,M BRAZAO DA SILVA
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,115445,"DESFERROXAMINA, Forma Farmacêutica: pó liofilizado para solução injetável; Concentração: 500mg; Forma De Apresentação: frasco ampola com 5ml.",unidade,-,"40,58",28,"1136,24",Encerrado com Vencedor,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86),40.58,1136.24,28.0,44.734.671/0022-86,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,116192,"CLORPROMAZINA, Forma Farmacêutica: comprimido; Concentração: 25mg. ",unidade,-,"0,27",29800,8046,Encerrado com Vencedor,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86),0.27,8046.0,29800.0,44.734.671/0022-86,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,147631,"FORMOTEROL (FUMARATO) + BUDESONIDA, Forma Farmacêutica: cápsula inalatória; Concentração: 6mcg + 200mcg; Unidade de Fornecimento: embalagem contendo frasco com 60 doses + inalador.",embalagem,-,"82,2",22700,1865940,Encerrado com Vencedor,COMERCIAL CIRURGICA RIOCLARENSE LTDA  (67.729.178/0004-91),82.2,1865940.0,22700.0,67.729.178/0004-91,COMERCIAL CIRURGICA RIOCLARENSE LTDA
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,115143,"DOPAMINA (CLORIDRATO), Forma Farmacêutica: solução injetável; Concentração: 5mg/ml; Forma De Apresentação: ampola com 10ml. ",unidade,-,"2,9",57720,167388,Encerrado com Vencedor,NCA MEDICAL - COMERCIO DE PRODUTOS HOSPITALAR LTDA (08.080.032/0001-56),2.9,167388.0,57720.0,08.080.032/0001-56,NCA MEDICAL  COMERCIO DE PRODUTOS HOSPITALAR LTDA
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,113080,"BETAGALSIDASE, Forma Farmacêutica: pó liofilizafo para solução injetável, Concentração: 35mg, Forma De Apresentação: frasco-ampola de 20ml.",unidade,-,"14322,45",52,"744767,4",Encerrado com Vencedor,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA (08.958.628/0002-97),14322.45,744767.4,52.0,08.958.628/0002-97,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,150209,"BENZILPENICILINA BENZATINA, Forma Farmacêutica: suspensão injetável; Concentração: 1.200.000UI; Forma De Apresentação: frasco ampola.",unidade,-,"6,7",6100,40870,Encerrado com Vencedor,W L COMERCIO DE PRODUTOS FARMACEUTICOS LTDA (13.741.966/0001-21),6.7,40870.0,6100.0,13.741.966/0001-21,W L COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
PE 001/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Farmacológicos,Suspensão Recursal,142213,"CIPROFLOXACINO, Forma Farmacêutica: solução oftálmica; Concentração: 3,5mg/mL; Unidade de Fornecimento: frasco com 5mL.",unidade,-,"14,22",5200,73944,Encerrado com Vencedor,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86),14.22,73944.0,5200.0,44.734.671/0022-86,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL
PE 002/26,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,Serviços de Instalação de SPDA,Homologado Total,152033,"REPAROS, MANUTENÇÃO E INSTALAÇÃO REDES ELÉTRICAS , Contratação de empresa especializada em serviço de PROJETO DE CONSTRUÇÃO E INSTALAÇÃO DE SISTEMA DE ATERRAMENTO em instalações de média tensão incluindo o fornecimento de peças e componentes necessários para a execução, conforme Termo de Referência.  ",serviço,8000,7840,1,7840,Homologado,NOVA RENASCER LTDA (26.804.280/0001-84),7840.0,7840.0,1.0,26.804.280/0001-84,NOVA RENASCER LTDA
PE 002/26,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,Serviços de Instalação de SPDA,Homologado Total,123109,"SERVIÇO DE INSTALAÇÃO DE PÁRA-RAIO (SPDA), Descrição: Contratação de empresa especializada para instalação de pára-raio de alta tensão, com fornecimento de material, conforme projeto básico.",serviço,400917.48,"392899,13",1,"392899,13",Homologado,NOVA RENASCER LTDA (26.804.280/0001-84),392899.13,392899.13,1.0,26.804.280/0001-84,NOVA RENASCER LTDA
PE 004/26,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Serviço de Manutenção de Equipamento,Suspensão Recursal,39309,"SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES, Descrição: contratação de empresa especializada na prestação de serviços de manutenção preventiva e/ou corretiva de equipamentos médico-hospitalares, com reposição de peças, conforme discriminação em Projeto Básico",serviço,-,41000,12,492000,Encerrado com Vencedor,G ANDRADE GOMES LTDA (05.859.296/0001-14),41000.0,492000.0,12.0,05.859.296/0001-14,G ANDRADE GOMES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,116333,"DRENO DE KEHR / TUBO EM T, Aplicação: uso hospitalar; Tamanho/Capacidade: n. 12; Material: látex; Estéril e Descartável. ",unidade,-,10,5590,55900,Encerrado com Vencedor,H2R DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA (19.913.488/0001-76),10.0,55900.0,5590.0,19.913.488/0001-76,HR DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153494,"DRENO DE PENROSE, Material: látex natural; Sem gaze; Estéril, flexível, formato tubular, reto, uniforme em toda extensão, paredes finas e maleáveis; Embalagem individual; Tamanho: N° 4.",unidade,-,"3,43",3260,"11181,8",Encerrado com Vencedor,MEGATONS SAUDE LTDA (03.743.294/0001-30),3.43,11181.8,3260.0,03.743.294/0001-30,MEGATONS SAUDE LTDA
