edital_processo,id_ug,cod_ug,nome_ug,objeto,vl_homol,data,status,rp,id_edital,id_modalidade,modalidade,publicacao,item
CAE 001/26,45101,SEPET,SECRETARIA DE ESTADO DE PROTECAO ANIMAL,AQUISIÇÃO DE AÇÚCAR/SEPET,           0.00,,Anulado / Revogado,N,253075,109,CAE,,"[{'id': '14629', 'produto': 'CAFÉ TORRADO E MOÍDO, Apresentação: torrado e moído sem misturas, Embalagem: tipo almofada, Características Adicionais: 1ª qualidade, com características, aspecto cor, odor e sabor próprios, Unidade de Fornecimento: pacote de 500g', 'unidade': 'pacote', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '428', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '141458', 'produto': 'LEITE INTEGRAL EM PÓ, Composição mínima: leite de vaca e estabilizante, sem glúten; Produto próprio para consumo humano e em conformidade com a legislação em vigor; Acondicionado em embalagem apropriada; Unidade de Fornecimento: pacote com 400g.', 'unidade': 'pacote', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '404', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '146865', 'produto': 'AÇÚCAR, Tipo: cristal; Unidade de Fornecimento: pacote com 1 kg', 'unidade': 'pacote', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '2111', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
CAE 001/26,25101,SEINF,SECRETARIA DE ESTADO DE INFRAESTRUTURA,Aquisição de Mat. de Expediente/ SEINFRA,           0.00,,Em Elaboração,N,253053,109,CAE,,"[{'id': '140350', 'produto': 'FITA ADESIVA EMPACOTAMENTO, Material: PVC; Cor: TRANSPARENTE; Largura: 50mm; Unidade de Fornecimento: rolo com 50m.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '51', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '151337', 'produto': 'CANETA ESFEROGRÁFICA, Tipo Escrita: fina; Material: corpo em plástico transparente hexagonal, ponta com esfera em tungstênio; Tampa ventilada; Cor: azul, preta ou vermelha (a ser definida pelo órgão solicitante).', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '279', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '136548', 'produto': 'LIVRO ATA, Material: papel sulfite; Quantidade de Folhas: 50; Folhas internadas pautadas, numeradas e sem margem; Capa cartonada plastificada preta; Dimensões: 210 x 310mm (±5%).', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '6', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '136481', 'produto': 'PASTA ABA ELÁSTICO, Material: polipropileno; Lombo: 55mm; Tamanho: papel ofício; Cor: a ser definida pelo solicitante.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '30', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '139110', 'produto': 'LÁPIS PRETO, Tipo: HB N.2 Grafite; Material: madeira.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '25', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '96380', 'produto': 'ENVELOPE, Material: papel off-set, 90g/m², Dimensões (AxL): 24 x 34 cm, Cor: branco.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '50', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '136431', 'produto': 'CLIPS, Material: metal; Tratamento Superficial: niquelado; Tamanho: 4/0; Unidade de Fornecimento: caixa com 50 unidades.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '14', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
CAE 001/26,11209,ARSEPAM,AGÊNCIA REGULADORA DOS SERVIÇOS PÚBLICOS DELEGADOS E CONTRATADOS DO ESTADO DO AMAZONAS,LOCAÇÃO MÁQUINAS E EQUIPAMENTOS/ARSEPAM,"   7,533,820.00",,Homologado Total,N,252905,109,CAE,30/01/2026,"[{'id': '147319', 'produto': 'SERVIÇO DE LOCAÇÃO DE GRUPO GERADOR DE ELETRICIDADE, Contratação de empresa para prestação de Serviço de Locação de Grupo Gerador de Eletricidade Móvel, com instalação, conforme Projeto Básico; Grupo Gerador de Eletricidade do tipo cabine 1,5 metro, com opção de ser acoplado a um caminhão por meio de grampos fixados no chassi para transporte rápido, com 2 jogos de cabos de 95mm/4 lances/25 metros flexíveis (95mm x 4 x 25m), para funcionamento em local exposto ao tempo (sol e chuva); Regulador automático de tensão (220/110V, trifásico), 60Hz, disjuntor de proteção, silenciado em nível de ruído sonoro de 65dB, Consumo máximo de combustível em cerca de 14,6 L/h; Potência Prime: 75kVA/60kW); Potência Standby: 83kVA/66.4kW; Tensão Nominal Saída: 220-440V; Frequência Nominal Saída: 60Hz; Partida: elétrica (12V); Combustível: diesel; Capacidade Tanque Combustível: mínimo de 120 litros.', 'unidade': 'diária', 'preco_maximo': '5300', 'vl_unit': '5300', 'qtd': '50', 'vl_total': '265000', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}, {'id': '152501', 'produto': 'LOCAÇÃO DE BANHEIRO QUIMÍCO, Contratação de empresa especializada em serviço de locação de banheiro químico para PORTADORES DE NECESSIDADES ESPECIAL, em material polietileno de alta densidade com as dimensões 2,30m de altura por 1,50m de profundidade, com peso de 100kg, conforme Projeto Básico.', 'unidade': 'unidade', 'preco_maximo': '320', 'vl_unit': '320', 'qtd': '4000', 'vl_total': '1280000', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}, {'id': '147309', 'produto': 'SERVIÇO DE LOCAÇÃO DE GRUPO GERADOR DE ELETRICIDADE, Contratação de empresa para prestação de Serviço de Locação de Grupo Gerador de Eletricidade Móvel, com instalação, conforme Projeto Básico; Grupo Gerador de Eletricidade do tipo cabine 1,5 metro, acoplado a um caminhão por meio de grampos fixados no chassi para transporte rápido, com 2 jogos de cabos de 95mm/4 lances/25 metros flexíveis (95mm x 4 lances x 25m), para funcionamento em local exposto ao tempo (sol e chuva); Regulador automático de tensão (220/127V, trifásico), 60Hz, disjuntor de proteção, silenciado em nível de ruído sonoro de 32dB, Consumo máximo de combustível em cerca de 53L/h; Potência Prime: 212kVA/169.6kW; Potência Nominal Saída/Standby: 234kVA/187kW (250kVA); Tensão Nominal Saída: 220V/380V/440V; Frequência Nominal Saída: 60Hz; Partida: elétrica (12V); Combustível: diesel; Capacidade Tanque Combustível: mínimo de 180 litros.', 'unidade': 'diária', 'preco_maximo': '9100', 'vl_unit': '9100', 'qtd': '50', 'vl_total': '455000', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}, {'id': '114690', 'produto': 'SERVIÇOS DE LOCAÇÃO DE CONTAINER METÁLICO, Descrição: contratação de empresa especializada para prestação de serviço de locação de container com ar condicionado, conforme projeto básico.', 'unidade': 'Locação mensal', 'preco_maximo': '15200', 'vl_unit': '15200', 'qtd': '200', 'vl_total': '3040000', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}, {'id': '135803', 'produto': 'SERVIÇO DE LOCAÇÃO DE CERCAS, GRADIS OU TAPUMES,  Descrição: Contratação de empresa especializada em locação de TAPUME; Material: Compensado;  Dimensões (A x E): 2,45m x 12mm; Pintado, cor a ser definida pelo órgão requisitante; Incluindo a instalação, conforme Projeto Básico.', 'unidade': 'metro', 'preco_maximo': '85', 'vl_unit': '85', 'qtd': '1692', 'vl_total': '143820', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}, {'id': '131806', 'produto': 'LOCAÇÃO DE CLIMATIZADOR, Contratação de empresa especializada para a prestação de serviço de locação de Climatizador de Ar; Largura do climatizador: 600 mm; Altura do climatizador: 550 mm; Profundidade do climatizador: 340 mm; Largura do pedestal 100/L: 1730 mm Altura do pedestal 100/L: 800 mm Profundidade do pedestal 100/L: 80 mm Capacidade: Alcance: 50m² Voltagem: 220v.', 'unidade': 'diária', 'preco_maximo': '350', 'vl_unit': '350', 'qtd': '4000', 'vl_total': '1400000', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}, {'id': '134748', 'produto': 'SERVIÇOS DE LOCAÇÃO DE CONTAINER METÁLICO, Descrição: Contratação de empresa especializada para prestação de serviço de locação de container depósito, tamanho 6m, conforme projeto básico. ', 'unidade': 'diária', 'preco_maximo': '9500', 'vl_unit': '9500', 'qtd': '100', 'vl_total': '950000', 'status': 'Homologado', 'empresa': 'LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60)'}]"
CAE 001/26,11206,IMPEAM,IMPRENSA OFICIAL DO ESTADO DO AMAZONAS,SERV. LOCAÇÃO DE IMPRESSORA - IOA,"      52,680.00",,Homologado Total,N,252899,109,CAE,30/01/2026,"[{'id': '143115', 'produto': ""SERVIÇO DE LOCAÇÃO DE IMPRESSORA, Contratação de empresa especializada em locação de Impressora Multifuncional LASER ou LED - TIPO 'A', compatível com os formatos A4/Carta/Ofício, incluindo manutenções preventiva e corretiva com substituição de peças e suprimentos, conforme especificações constantes no Termo de Referência."", 'unidade': 'unidade', 'preco_maximo': '370', 'vl_unit': '370', 'qtd': '84', 'vl_total': '31080', 'status': 'Homologado', 'empresa': 'AMAZONAS COPIADORAS LTDA (01.657.353/0001-21)'}, {'id': '144093', 'produto': 'SERVIÇO DE LOCAÇÃO DE IMPRESSORA, Contratação de empresa especializada em serviço de locação de Impressora com PROCESSADOR PADRÃO de 1.2 GHz, velocidade mínima de 55 páginas por minuto em A4 e ciclo mensal máximo de 250.000 páginas/mês, incluindo serviços de manutenção preventiva e corretiva com substituição de peças e suprimentos, conforme Projeto Básico.', 'unidade': 'unidade', 'preco_maximo': '450', 'vl_unit': '450', 'qtd': '12', 'vl_total': '5400', 'status': 'Homologado', 'empresa': 'AMAZONAS COPIADORAS LTDA (01.657.353/0001-21)'}, {'id': '143116', 'produto': ""SERVIÇO DE LOCAÇÃO DE IMPRESSORA, Contratação de empresa especializada em locação de Impressora Multifuncional Color tipo LASER ou LED - TIPO 'B', compatível com os formatos A4/Carta/Ofício, incluindo serviço de manutenção preventiva e corretiva com substituição de peças e suprimentos, conforme especificações constantes no Termo de Referência."", 'unidade': 'unidade', 'preco_maximo': '450', 'vl_unit': '450', 'qtd': '36', 'vl_total': '16200', 'status': 'Homologado', 'empresa': 'AMAZONAS COPIADORAS LTDA (01.657.353/0001-21)'}]"
CAE 001/26,18202,ADAF,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serv. Locação de totens/ADAF,"   2,004,000.00",,Homologado Total,N,252872,109,CAE,28/01/2026,"[{'id': '153863', 'produto': 'SERVIÇO LOCAÇÃO TOTEM INTERATIVO DIGITAL, Contratação de empresa especializada em fornecimento de serviço de customização em LAYOUTS NO TOTEM, conforme Termo de Referência.', 'unidade': 'hora', 'preco_maximo': '200', 'vl_unit': '200', 'qtd': '120', 'vl_total': '24000', 'status': 'Homologado', 'empresa': 'AMAZONAS COPIADORAS LTDA (01.657.353/0001-21)'}, {'id': '153862', 'produto': 'SERVIÇO LOCAÇÃO TOTEM INTERATIVO DIGITAL, Contratação de empresa especializada em fornecimento locação de totem interativo, com disponibilidade de 99% s SLA de 6h, com suporte 24/7, conforme Termo de Referência.', 'unidade': 'mensal', 'preco_maximo': '3000', 'vl_unit': '3000', 'qtd': '660', 'vl_total': '1980000', 'status': 'Homologado', 'empresa': 'AMAZONAS COPIADORAS LTDA (01.657.353/0001-21)'}]"
CAE 001/26,17101,SES-AM,SECRETARIA DE ESTADO DE SAÚDE,Aquis. de Líquido de Preservação - SESAM,"     135,033.48",,Homologado Total,N,252846,109,CAE,23/01/2026,"[{'id': '146556', 'produto': 'SOLUÇÃO PRESERVAÇÃO DE ÓRGÃOS, Aplicação: preservação estática hipotérmica de órgãos abdominais e torácicos em bolsa plástica EVA; Composição Mínima: Ácido lactobiônico 35,8g/L, Adenosina 1.336g/L, Alopurinol 0,136g/L, Glutationa 0,922g/L, Polietilenoglicol (PEG 35000) 1g/L, Dihidrogenofosfato de potássio 3.402g/L, Rafinose pentahidratada 17,84g/L, Sulfato de magnésio heptahidratado 1.232g/L, Hidróxido de sódio q.s.p pH: 7,4 e Água para injeção q.s.p 1 litro; Osmolaridade: 290mOsm/kg; Concentração total de Sódio: 120 mmol/L; Concentração total de Potássio: 25mmol/L; pH: de 7,4; Solução estéril e livre de pirógenos; Unidade de Fornecimento: bolsa com 1000mL.  ', 'unidade': 'unidade', 'preco_maximo': '1250.31', 'vl_unit': '1250,31', 'qtd': '108', 'vl_total': '135033,48', 'status': 'Homologado', 'empresa': 'IGL AMERICA LATINA PRODUTOS DE TRANSPLANTES E MEDICOS LTDA (11.769.266/0001-10)'}]"
CAE 001/26,28101,SEDUC,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,MANUTENÇÃO PREDIAL - SEDUC,"   4,015,730.59",,Homologado Total,N,252837,109,CAE,22/01/2026,"[{'id': '153589', 'produto': 'MANUTENÇÃO PREDIAL, Contratação de empresa especializada em serviço de Manutenção de Infraestrutura Predial \x96 tipo PREVENTIVA E CORRETIVA, com fornecimento de peças, equipamentos, materiais e mão de obra, com maior desconto a ser aplicado na forma estabelecida em planilhas de serviços e insumos constantes da tabela SINAPI, conforme Termo de referência.', 'unidade': 'Unidade Preço Base', 'preco_maximo': '2190027.89', 'vl_unit': '2190027,89', 'qtd': '1', 'vl_total': '2190027,89', 'status': 'Homologado', 'empresa': 'SW ENGENHARIA LTDA (28.546.803/0001-65)'}, {'id': '153589', 'produto': 'MANUTENÇÃO PREDIAL, Contratação de empresa especializada em serviço de Manutenção de Infraestrutura Predial \x96 tipo PREVENTIVA E CORRETIVA, com fornecimento de peças, equipamentos, materiais e mão de obra, com maior desconto a ser aplicado na forma estabelecida em planilhas de serviços e insumos constantes da tabela SINAPI, conforme Termo de referência.', 'unidade': 'Unidade Preço Base', 'preco_maximo': '1212562.51', 'vl_unit': '1212562,51', 'qtd': '1', 'vl_total': '1212562,51', 'status': 'Homologado', 'empresa': 'SW ENGENHARIA LTDA (28.546.803/0001-65)'}, {'id': '153589', 'produto': 'MANUTENÇÃO PREDIAL, Contratação de empresa especializada em serviço de Manutenção de Infraestrutura Predial \x96 tipo PREVENTIVA E CORRETIVA, com fornecimento de peças, equipamentos, materiais e mão de obra, com maior desconto a ser aplicado na forma estabelecida em planilhas de serviços e insumos constantes da tabela SINAPI, conforme Termo de referência.', 'unidade': 'Unidade Preço Base', 'preco_maximo': '613140.19', 'vl_unit': '613140,19', 'qtd': '1', 'vl_total': '613140,19', 'status': 'Homologado', 'empresa': 'SW ENGENHARIA LTDA (28.546.803/0001-65)'}]"
CAE 001/26,17306,FVS/AM,FUNDAÇÃO DE VIGILÂNCIA EM SAÚDE DO ESTADO DO AMAZONAS,Contrat. 02  links de internet satelital,"      29,200.00",,Homologado Total,N,252762,109,CAE,28/01/2026,"[{'id': '152065', 'produto': 'SERVIÇOS DE COMUNICAÇÃO VIA SATÉLITE, Contratação de empresa especializada em fornecimento de serviço de acesso à Internet Satelital de baixa órbita (LEO), com fornecimento de antena de apontamento automático, garantia de disponibilidade mínima de 99,5%, latência máxima de 300ms, franquia mínima de 100GB/mês.', 'unidade': 'unidade', 'preco_maximo': '14600', 'vl_unit': '14600', 'qtd': '2', 'vl_total': '29200', 'status': 'Homologado', 'empresa': 'MTNSAT BRAZIL LTDA. (09.354.828/0001-12)'}]"
CAE 001/26,11210,DETRAN,DEPARTAMENTO ESTADUAL DE TRANSITO,SERV. LOCAÇÃO DE MÓDULOS HABITACIONAIS,           0.00,,Anulado / Revogado,N,252757,109,CAE,08/01/2026,"[{'id': '138361', 'produto': 'SERVIÇO DE REMANEJAMENTO DE MÓDULOS, Contratação de empresa especializada para prestação de serviço de remoção, transporte e posicionamento dos módulos habitacionais conforme Projeto Básico.', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '25', 'vl_total': '0', 'status': 'Encerrado', 'empresa': '-'}, {'id': '115454', 'produto': 'LOCAÇÃO DE MÓDULO HABITÁVEL, Tipo: Copa/Banheiros; Dimensões externas: 2440 x 3000 x 6000 mm (L x A x C); Altura útil interna: 2800mm; Chassis: Monobloco rígido confeccionado por estruturas de alumínio naval 5052 com 4,00mm; Painel de Fechamento: Estrutura em chapa de alumínio e ACM (Painel de Alumínio Composto) com espessura de 50mm, formada por alma de espuma de poliuretano; Divisórias interna: Estrutura em chapa de alumínio e ACM (Painel de Alumínio Composto) com espessura de 35mm, formada por alma de espuma de poliuretano; Piso: Chapa de alumínio naval 5052 com 4mm e recobrimento em manta vinílica homogênea de 2mm; Teto: Painel pré-fabricado 70mm com núcleo isolante em espuma de poliuretano; Esquadrias: Portas em alumínio com alma em espuma de poliuretano e acabamento branco e Janelas e Basculantes em alumínio com acabamento eletrostático branco; Com luminárias para lâmpadas led tubular (2x13watts); Com Ligação de água fria Ø 25mm, instalações hidro-sanitárias e esgotamento sanitário; Isolamento acústico: (45db);  Permeabilidade do Ar: Classe 4;  Estanqueidade à água: E750; Resistência ao vento: Classe C5; Com beliche e roupeiro em estrutura metálica.', 'unidade': 'mês', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1500', 'vl_total': '0', 'status': 'Encerrado', 'empresa': '-'}, {'id': '148988', 'produto': 'SERVIÇOS DE TRANSPORTE, Contratação de empresa especializada na prestação de serviço de transporte fluvial de materiais diversos com PONTAO FLUTUANTE, com sua capacidade de 500T, conforme Termo de Referência.', 'unidade': 'km', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '2615', 'vl_total': '0', 'status': 'Encerrado', 'empresa': '-'}]"
CAE 002/26,11210,DETRAN,DEPARTAMENTO ESTADUAL DE TRANSITO,SERV. DE LOC. DE MÓDULOS HABITACIONAIS,"  48,427,068.90",,Homologado Total,N,252760,109,CAE,08/01/2026,"[{'id': '115453', 'produto': 'LOCAÇÃO DE MÓDULO HABITÁVEL, Tipo: Escritório/Dormitório; Dimensões externas: 2440 x 3000 x 6000 mm (L x A x C); Altura útil interna: 2800mm; Chassis: Monobloco rígido confeccionado por estruturas de alumínio naval 5052 com 4,00mm; Painel de Fechamento: Estrutura em chapa de alumínio e ACM (Painel de Alumínio Composto) com espessura de 50mm, formada por alma de espuma de poliuretano; Piso: Chapa de alumínio naval 5052 com 4mm e recobrimento em manta vinílica homogênea de 2mm; Teto: Painel pré-fabricado 75mm com núcleo isolante em espuma de poliuretano; Esquadrias: Portas em alumínio com alma em espuma de poliuretano e acabamento branco e Janelas e Basculantes em alumínio com acabamento eletrostático branco; Com luminárias para lâmpadas led tubular (2 x 13watts); Toldo fixo, medindo 6000 x 3000 x 500 mm acima do módulo; Climatização: condicionador de ar com potência de 24.000Btus, cada ambiente (dormitório e escritório); Isolamento acústico: (45db); Permeabilidade do Ar: Classe 4;  Estanqueidade à água: E750; Resistência ao vento: Classe C5; Com beliche e roupeiro em estrutura metálica.', 'unidade': 'mês', 'preco_maximo': '15800', 'vl_unit': '15800', 'qtd': '1500', 'vl_total': '23700000', 'status': 'Homologado', 'empresa': 'GUIMARAES FERNANDES LTDA (24.093.654/0001-75)'}]"
CAE 002/26,22704,FEPDEC,FUNDO ESTADUAL DE PROTEÇAO E DEFESA CIVIL,Aq. Materiais de ferro e aço.,"     442,191.75",,Homologado Total,N,253138,109,CAE,23/02/2026,"[{'id': '148161', 'produto': 'MATERIAIS DE FERRO E AÇO, ABRANGENDO: tubos, chapas, telhas, arames, telas, vigas, vergalhões e demais acessórios, complementos e afins (baseados na Tabela SINAPI-AM).', 'unidade': 'unidade', 'preco_maximo': '1', 'vl_unit': '1', 'qtd': '442191,75', 'vl_total': '442191,75', 'status': 'Homologado', 'empresa': 'TAG COMERCIO DE TINTAS LTDA (10.296.571/0001-79)'}]"
CAE 002/26,17302,FHEMOAM,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,CONTRATAÇÃO DE FATURISTAS - HEMOAM,"     567,600.00",,Homologado Total,N,253092,109,CAE,13/02/2026,"[{'id': '116930', 'produto': 'SERVIÇO DE FATURAMENTO, Descrição: contratação de empresa especializada na prestação de serviço de FATURISTA, conforme discriminação em Projeto Básico. ', 'unidade': 'homem', 'preco_maximo': '4730', 'vl_unit': '4730', 'qtd': '120', 'vl_total': '567600', 'status': 'Homologado', 'empresa': 'CONTABILITA MULTISSERVICOS EM APOIO A GESTAO LTDA (40.222.801/0001-16)'}]"
CAE 002/26,28101,SEDUC,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,"  23,379,652.00",,Homologado Total,N,252962,109,CAE,04/02/2026,"[{'id': '153640', 'produto': 'SERVIÇO DE PRODUÇÃO E IMPRESSÃO DE LIVRO, Contratação de empresa especializada em serviço edição e diagramação de texto para publicações de livros, revistas, cartilhas ou outros materiais. A prestação do serviço será efetuada por página de até 160mm x 230mm. Pedido mínimo: 01página, conforme Termo de Referência.    ', 'unidade': 'página', 'preco_maximo': '2', 'vl_unit': '2', 'qtd': '79500', 'vl_total': '159000', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153639', 'produto': 'SERVIÇO DE PRODUÇÃO E IMPRESSÃO DE LIVRO, Contratação de empresa especializada em serviço de revisão de texto, gramatical e ortográfica, padronização de linguagem e preparação de originais para publicações de livros, revistas, cartilhas ou outros materiais. A prestação do serviço será efetuada por lauda, compreendendo até 2.100 caracteres em cada lauda, incluindo os espaços na contagem dos caracteres, conforme Termo de Referência.', 'unidade': 'lauda', 'preco_maximo': '2', 'vl_unit': '2', 'qtd': '86925', 'vl_total': '173850', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153641', 'produto': 'SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço Lote de livros impressos, até 300 páginas, com dimensões de até 160mm x 230mm, impressão do miolo em tinta preta, papel do miolo 75g, impressão da capa em tinta colorida, capa flexível em papel 250g, acabamento fosco, editoração da obra, ficha catalográfica, elaboração de capa, folha de rosto, projeto gráfico, registro do ISBN, código de barras, provas digitais, shrink individual. Lote com 100exemplares, conforme Termo de Referência.  ', 'unidade': 'lote', 'preco_maximo': '59', 'vl_unit': '59', 'qtd': '153100', 'vl_total': '9032900', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153643', 'produto': 'SERVIÇO DE CONFECÇÃO DE REVISTA, Contratação de empresa especializada em serviço de criação de projeto gráfico, editoração, diagramação e publicação de revista em versão digital, no formato PDF, com até 120 páginas, incluindo código de barras, registro de ISSN, registro do DOI da publicação, registro do DOI dos artigos; Apresentação de provas eletrônicas, conforme Termo de Referência.', 'unidade': 'unidade', 'preco_maximo': '1000', 'vl_unit': '1000', 'qtd': '522', 'vl_total': '522000', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153645', 'produto': 'SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço de editoração, diagramação e publicação de livros ou livretos em versão digital, no formato PDF e EPS, com até 200páginas, incluindo a produção de ficha catalográfica, código de barras, registro de ISBN e registro do DOI; Apresentação de provas eletrônicas, conforme Termo de Referência.', 'unidade': 'unidade', 'preco_maximo': '1000', 'vl_unit': '1000', 'qtd': '579', 'vl_total': '579000', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153636', 'produto': 'SERVIÇO DE PRODUÇÃO E IMPRESSÃO DE LIVRO, Contratação de empresa especializada em serviço de edição e diagramação de texto contendo, imagens, tabelas, gráficos e outros elementos, para publicações de livros, revistas, cartilhas ou outros materiais. A prestação do serviço será efetuada por página de até 160mm x 230mm. Pedido mínimo: 01página, conforme Termo de Referência.  ', 'unidade': 'página', 'preco_maximo': '2', 'vl_unit': '2', 'qtd': '66926', 'vl_total': '133852', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153638', 'produto': 'SERVIÇO DE CONFECÇÃO DE REVISTA, Contratação de empresa especializada em serviço de Lote de revistas impressas, até 200 páginas, com dimensões de até 140mm x 210mm, criação de projeto gráfico, editoração, diagramação, registro do ISSN, registro do DOI da publicação, registro do DOI de cada artigo, código de barras, provas digitais, impressão do miolo em tinta preta, papel do miolo 75g, impressão da capa em tinta colorida, capa flexível em papel 250g, acabamento fosco ou brilho, shrink individual. Lote com 50 exemplares, conforme Termo de Referência.    ', 'unidade': 'lote', 'preco_maximo': '77', 'vl_unit': '77', 'qtd': '63850', 'vl_total': '4916450', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153637', 'produto': 'SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço de Lote de livros impressos até 200 páginas, com dimensões de até 160mm x 230mm, impressão do miolo em tinta preta, papel do miolo 75g, impressão da capa em tinta colorida, papel da capa 250g, acabamento fosco, editoração da obra, ficha catalográfica, elaboração de capa, folha de rosto, projeto gráfico, registro do ISBN, código de barras, provas digitais, shrink individual. Lote com 100 exemplares, conforme Termo de Referência.    ', 'unidade': 'lote', 'preco_maximo': '48', 'vl_unit': '48', 'qtd': '152700', 'vl_total': '7329600', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}, {'id': '153644', 'produto': 'SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço de editoração, diagramação e publicação de livros ou livretos em versão digital, no formato PDF e EPS, com até 400páginas, incluindo a produção de ficha catalográfica, código de barras, registro de ISBN e registro do DOI; Apresentação de provas eletrônicas, conforme Termo de Referência.  ', 'unidade': 'unidade', 'preco_maximo': '1000', 'vl_unit': '1000', 'qtd': '533', 'vl_total': '533000', 'status': 'Homologado', 'empresa': 'EDITORA RESPEL LTDA (32.392.238/0001-04)'}]"
